token,line,column,semantic,controlnum,feature,complexity,section
actualSum.2_actualSum.3,7,30,func_dec->compound->dec->var_dec,0,dec,1,0.036
size.3,2,51,func_dec->compound->dec->var_dec,0,dec,7,0.071
1.1,2,42,func_dec->compound->dec->var_dec,0,dec,7,0.107
arr.3,2,31,func_dec->compound->dec->var_dec,0,dec,7,0.143
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.179
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.214
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.25
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.286
expectedSum.2_+=.1,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.321
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.357
expectedSum.2_+=.1,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.393
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.429
expectedSum.2_+=.1,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.464
actualSum.2,7,30,func_dec->compound->dec->var_dec,0,dec,1,0.5
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.536
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.571
0.2,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.607
expectedSum.2_+=.1,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.643
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.679
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.714
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.75
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.786
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.821
arr.1_i.2,1,18,func_dec,0,dec,1,0.857
actualSum.2_actualSum.3,7,30,func_dec->compound->dec->var_dec,0,dec,1,0.893
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.929
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.964
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0
